Date,Term,Contexts,Programs,Total Matches
2015-01-15,Donald Trump,0,0,0
2015-01-15,Jeb Bush,0,0,0
2015-01-15,John Kasich,0,0,0
2015-01-15,Marco Rubio,0,0,0
2015-01-15,Rand Paul,0,0,0
2015-01-15,Ted Cruz,0,0,0
2015-01-16,Ben Carson,0,0,0
2015-01-16,Carly Fiorina,0,0,0
2015-01-16,Chris Christie,6,9,14
2015-01-16,Donald Trump,0,0,0
2015-01-16,Jeb Bush,4,4,4
2015-01-16,John Kasich,0,0,0
2015-01-16,Marco Rubio,0,0,0
2015-01-16,Rand Paul,0,0,0
2015-01-16,Ted Cruz,1,1,1
2015-01-17,Ben Carson,0,0,0
2015-01-17,Carly Fiorina,0,0,0
2015-01-17,Chris Christie,5,6,11
2015-01-17,Donald Trump,0,0,0
2015-01-17,Jeb Bush,3,3,4
2015-01-17,John Kasich,0,0,0
2015-01-17,Marco Rubio,0,0,0
2015-01-17,Rand Paul,4,4,4
2015-01-17,Ted Cruz,1,1,1
2015-01-18,Ben Carson,0,0,0
2015-01-18,Carly Fiorina,0,0,0
2015-01-18,Chris Christie,5,5,7
2015-01-18,Donald Trump,0,0,0
2015-01-18,Jeb Bush,6,6,27
2015-01-18,John Kasich,0,0,0
2015-01-18,Marco Rubio,3,3,6
2015-01-18,Rand Paul,3,3,6
2015-01-18,Ted Cruz,3,3,3
2015-01-19,Ben Carson,1,1,1
2015-01-19,Carly Fiorina,0,0,0
2015-01-19,Chris Christie,4,4,9
2015-01-19,Donald Trump,3,3,5
2015-01-19,Jeb Bush,2,2,7
2015-01-19,John Kasich,1,1,1
2015-01-19,Marco Rubio,3,3,5
2015-01-19,Rand Paul,1,1,2
2015-01-19,Ted Cruz,2,2,2
2015-01-20,Ben Carson,0,0,0
2015-01-20,Carly Fiorina,0,0,0
2015-01-20,Chris Christie,0,0,0
2015-01-20,Donald Trump,4,5,13
2015-01-20,Jeb Bush,0,0,0
2015-01-20,John Kasich,0,0,0
2015-01-20,Marco Rubio,1,1,1
2015-01-20,Rand Paul,0,0,0
2015-01-20,Ted Cruz,0,0,0
2015-01-21,Ben Carson,0,0,0
2015-01-21,Carly Fiorina,0,0,0
2015-01-21,Chris Christie,1,3,3
2015-01-21,Donald Trump,1,1,1
2015-01-21,Jeb Bush,0,0,0
2015-01-21,John Kasich,0,0,0
2015-01-21,Marco Rubio,1,2,2
2015-01-21,Rand Paul,0,0,0
2015-01-21,Ted Cruz,1,1,1
2015-01-22,Ben Carson,0,0,0
2015-01-22,Carly Fiorina,0,0,0
2015-01-22,Chris Christie,16,24,31
2015-01-22,Donald Trump,3,3,5
2015-01-22,Jeb Bush,4,5,5
2015-01-22,John Kasich,0,0,0
2015-01-22,Marco Rubio,0,0,0
2015-01-22,Rand Paul,0,0,0
2015-01-22,Ted Cruz,0,0,0
2015-01-23,Ben Carson,0,0,0
2015-01-23,Carly Fiorina,0,0,0
2015-01-23,Chris Christie,8,10,15
2015-01-23,Donald Trump,1,1,2
2015-01-23,Jeb Bush,3,4,9
2015-01-23,John Kasich,0,0,0
2015-01-23,Marco Rubio,5,7,8
2015-01-23,Rand Paul,2,2,2
2015-01-23,Ted Cruz,0,0,0
2015-01-24,Ben Carson,1,1,1
2015-01-24,Carly Fiorina,0,0,0
2015-01-24,Chris Christie,6,7,9
2015-01-24,Donald Trump,8,9,9
2015-01-24,Jeb Bush,4,4,6
2015-01-24,John Kasich,0,0,0
2015-01-24,Marco Rubio,3,3,3
2015-01-24,Rand Paul,2,2,2
2015-01-24,Ted Cruz,3,3,5
2015-01-25,Ben Carson,1,1,1
2015-01-25,Carly Fiorina,1,1,1
2015-01-25,Chris Christie,12,20,35
2015-01-25,Donald Trump,11,13,26
2015-01-25,Jeb Bush,8,10,26
2015-01-25,John Kasich,1,1,4
2015-01-25,Marco Rubio,3,3,4
2015-01-25,Rand Paul,5,6,8
2015-01-25,Ted Cruz,6,8,12
2015-01-26,Ben Carson,0,0,0
2015-01-26,Carly Fiorina,0,0,0
2015-01-26,Chris Christie,18,24,43
2015-01-26,Donald Trump,9,9,14
2015-01-26,Jeb Bush,3,3,6
2015-01-26,John Kasich,0,0,0
2015-01-26,Marco Rubio,1,1,1
2015-01-26,Rand Paul,1,1,1
2015-01-26,Ted Cruz,4,4,4
2015-01-27,Ben Carson,0,0,0
2015-01-27,Carly Fiorina,0,0,0
2015-01-27,Chris Christie,7,7,11
2015-01-27,Donald Trump,7,7,12
2015-01-27,Jeb Bush,0,0,0
2015-01-27,John Kasich,0,0,0
2015-01-27,Marco Rubio,0,0,0
2015-01-27,Rand Paul,0,0,0
2015-01-27,Ted Cruz,0,0,0
2015-01-28,Ben Carson,0,0,0
2015-01-28,Carly Fiorina,1,1,1
2015-01-28,Chris Christie,2,5,5
2015-01-28,Donald Trump,8,8,21
2015-01-28,Jeb Bush,2,2,2
2015-01-28,John Kasich,0,0,0
2015-01-28,Marco Rubio,0,0,0
2015-01-28,Rand Paul,0,0,0
2015-01-28,Ted Cruz,1,1,1
2015-01-29,Ben Carson,0,0,0
2015-01-29,Carly Fiorina,0,0,0
2015-01-29,Chris Christie,3,3,3
2015-01-29,Donald Trump,3,3,6
2015-01-29,Jeb Bush,0,0,0
2015-01-29,John Kasich,0,0,0
2015-01-29,Marco Rubio,0,0,0
2015-01-29,Rand Paul,0,0,0
2015-01-29,Ted Cruz,0,0,0
2015-01-30,Ben Carson,0,0,0
2015-01-30,Carly Fiorina,0,0,0
2015-01-30,Chris Christie,9,11,22
2015-01-30,Donald Trump,1,1,1
2015-01-30,Jeb Bush,4,4,5
2015-01-30,John Kasich,0,0,0
2015-01-30,Marco Rubio,0,0,0
2015-01-30,Rand Paul,1,1,1
2015-01-30,Ted Cruz,0,0,0
2015-01-31,Ben Carson,0,0,0
2015-01-31,Carly Fiorina,0,0,0
2015-01-31,Chris Christie,4,6,11
2015-01-31,Donald Trump,1,1,1
2015-01-31,Jeb Bush,4,6,11
2015-01-31,John Kasich,0,0,0
2015-01-31,Marco Rubio,3,5,5
2015-01-31,Rand Paul,3,4,4
2015-01-31,Ted Cruz,0,0,0
2015-02-01,Ben Carson,2,2,2
2015-02-01,Carly Fiorina,0,0,0
2015-02-01,Chris Christie,6,14,23
2015-02-01,Donald Trump,0,0,0
2015-02-01,Jeb Bush,4,4,21
2015-02-01,John Kasich,0,0,0
2015-02-01,Marco Rubio,2,2,5
2015-02-01,Rand Paul,1,1,1
2015-02-01,Ted Cruz,1,1,1
2015-02-02,Ben Carson,0,0,0
2015-02-02,Carly Fiorina,0,0,0
2015-02-02,Chris Christie,11,17,30
2015-02-02,Donald Trump,4,4,4
2015-02-02,Jeb Bush,1,1,1
2015-02-02,John Kasich,0,0,0
2015-02-02,Marco Rubio,0,0,0
2015-02-02,Rand Paul,0,0,0
2015-02-02,Ted Cruz,0,0,0
2015-02-03,Ben Carson,0,0,0
2015-02-03,Carly Fiorina,0,0,0
2015-02-03,Chris Christie,18,29,46
2015-02-03,Donald Trump,5,5,6
2015-02-03,Jeb Bush,1,1,4
2015-02-03,John Kasich,0,0,0
2015-02-03,Marco Rubio,3,3,3
2015-02-03,Rand Paul,11,13,21
2015-02-03,Ted Cruz,0,0,0
2015-02-04,Ben Carson,0,0,0
2015-02-04,Carly Fiorina,0,0,0
2015-02-04,Chris Christie,6,8,14
2015-02-04,Donald Trump,1,1,1
2015-02-04,Jeb Bush,0,0,0
2015-02-04,John Kasich,0,0,0
2015-02-04,Marco Rubio,1,1,2
2015-02-04,Rand Paul,5,6,12
2015-02-04,Ted Cruz,1,1,1
2015-02-05,Ben Carson,0,0,0
2015-02-05,Carly Fiorina,0,0,0
2015-02-05,Chris Christie,2,2,2
2015-02-05,Donald Trump,0,0,0
2015-02-05,Jeb Bush,1,1,1
2015-02-05,John Kasich,0,0,0
2015-02-05,Marco Rubio,0,0,0
2015-02-05,Rand Paul,1,1,1
2015-02-05,Ted Cruz,1,1,1
2015-02-06,Ben Carson,0,0,0
2015-02-06,Carly Fiorina,0,0,0
2015-02-06,Chris Christie,10,17,23
2015-02-06,Donald Trump,0,0,0
2015-02-06,Jeb Bush,2,2,4
2015-02-06,John Kasich,0,0,0
2015-02-06,Marco Rubio,0,0,0
2015-02-06,Rand Paul,1,1,1
2015-02-06,Ted Cruz,0,0,0
2015-02-07,Ben Carson,0,0,0
2015-02-07,Carly Fiorina,0,0,0
2015-02-07,Chris Christie,4,5,5
2015-02-07,Donald Trump,0,0,0
2015-02-07,Jeb Bush,0,0,0
2015-02-07,John Kasich,0,0,0
2015-02-07,Marco Rubio,0,0,0
2015-02-07,Rand Paul,1,1,1
2015-02-07,Ted Cruz,0,0,0
2015-02-08,Ben Carson,2,2,5
2015-02-08,Carly Fiorina,2,2,2
2015-02-08,Chris Christie,4,4,13
2015-02-08,Donald Trump,0,0,0
2015-02-08,Jeb Bush,4,4,19
2015-02-08,John Kasich,1,1,1
2015-02-08,Marco Rubio,1,1,3
2015-02-08,Rand Paul,4,4,13
2015-02-08,Ted Cruz,3,3,8
2015-02-09,Ben Carson,0,0,0
2015-02-09,Carly Fiorina,1,1,1
2015-02-09,Chris Christie,4,4,11
2015-02-09,Donald Trump,4,4,7
2015-02-09,Jeb Bush,4,4,10
2015-02-09,John Kasich,1,1,1
2015-02-09,Marco Rubio,1,1,3
2015-02-09,Rand Paul,3,4,10
2015-02-09,Ted Cruz,0,0,0
2015-02-10,Ben Carson,0,0,0
2015-02-10,Carly Fiorina,0,0,0
2015-02-10,Chris Christie,4,4,5
2015-02-10,Donald Trump,2,2,4
2015-02-10,Jeb Bush,4,4,9
2015-02-10,John Kasich,0,0,0
2015-02-10,Marco Rubio,1,1,1
2015-02-10,Rand Paul,1,1,1
2015-02-10,Ted Cruz,0,0,0
2015-02-11,Ben Carson,0,0,0
2015-02-11,Carly Fiorina,0,0,0
2015-02-11,Chris Christie,1,5,5
2015-02-11,Donald Trump,1,2,4
2015-02-11,Jeb Bush,3,3,4
2015-02-11,John Kasich,0,0,0
2015-02-11,Marco Rubio,0,0,0
2015-02-11,Rand Paul,0,0,0
2015-02-11,Ted Cruz,0,0,0
2015-02-12,Ben Carson,0,0,0
2015-02-12,Carly Fiorina,0,0,0
2015-02-12,Chris Christie,2,3,4
2015-02-12,Donald Trump,0,0,0
2015-02-12,Jeb Bush,0,0,0
2015-02-12,John Kasich,0,0,0
2015-02-12,Marco Rubio,0,0,0
2015-02-12,Rand Paul,0,0,0
2015-02-12,Ted Cruz,0,0,0
2015-02-13,Ben Carson,0,0,0
2015-02-13,Carly Fiorina,0,0,0
2015-02-13,Chris Christie,6,14,18
2015-02-13,Donald Trump,0,0,0
2015-02-13,Jeb Bush,0,0,0
2015-02-13,John Kasich,0,0,0
2015-02-13,Marco Rubio,0,0,0
2015-02-13,Rand Paul,0,0,0
2015-02-13,Ted Cruz,0,0,0
2015-02-14,Ben Carson,0,0,0
2015-02-14,Carly Fiorina,0,0,0
2015-02-14,Chris Christie,2,5,8
2015-02-14,Donald Trump,0,0,0
2015-02-14,Jeb Bush,1,1,2
2015-02-14,John Kasich,0,0,0
2015-02-14,Marco Rubio,0,0,0
2015-02-14,Rand Paul,0,0,0
2015-02-14,Ted Cruz,0,0,0
2015-02-15,Ben Carson,0,0,0
2015-02-15,Carly Fiorina,0,0,0
2015-02-15,Chris Christie,3,3,3
2015-02-15,Donald Trump,2,2,3
2015-02-15,Jeb Bush,4,4,12
2015-02-15,John Kasich,1,1,1
2015-02-15,Marco Rubio,1,1,2
2015-02-15,Rand Paul,3,3,3
2015-02-15,Ted Cruz,2,2,3
2015-02-16,Ben Carson,0,0,0
2015-02-16,Carly Fiorina,0,0,0
2015-02-16,Chris Christie,2,2,2
2015-02-16,Donald Trump,3,5,18
2015-02-16,Jeb Bush,2,2,7
2015-02-16,John Kasich,0,0,0
2015-02-16,Marco Rubio,0,0,0
2015-02-16,Rand Paul,1,1,1
2015-02-16,Ted Cruz,1,1,2
2015-02-17,Ben Carson,0,0,0
2015-02-17,Carly Fiorina,0,0,0
2015-02-17,Chris Christie,1,1,1
2015-02-17,Donald Trump,2,2,6
2015-02-17,Jeb Bush,0,0,0
2015-02-17,John Kasich,0,0,0
2015-02-17,Marco Rubio,0,0,0
2015-02-17,Rand Paul,1,1,1
2015-02-17,Ted Cruz,1,1,1
2015-02-18,Ben Carson,0,0,0
2015-02-18,Carly Fiorina,0,0,0
2015-02-18,Chris Christie,2,2,4
2015-02-18,Donald Trump,2,2,2
2015-02-18,Jeb Bush,6,6,19
2015-02-18,John Kasich,0,0,0
2015-02-18,Marco Rubio,0,0,0
2015-02-18,Rand Paul,0,0,0
2015-02-18,Ted Cruz,1,1,1
2015-02-19,Ben Carson,0,0,0
2015-02-19,Carly Fiorina,0,0,0
2015-02-19,Chris Christie,3,3,4
2015-02-19,Donald Trump,0,0,0
2015-02-19,Jeb Bush,9,9,29
2015-02-19,John Kasich,0,0,0
2015-02-19,Marco Rubio,1,1,1
2015-02-19,Rand Paul,0,0,0
2015-02-19,Ted Cruz,0,0,0
2015-02-20,Ben Carson,0,0,0
2015-02-20,Carly Fiorina,0,0,0
2015-02-20,Chris Christie,4,5,6
2015-02-20,Donald Trump,2,2,3
2015-02-20,Jeb Bush,0,0,0
2015-02-20,John Kasich,0,0,0
2015-02-20,Marco Rubio,1,1,1
2015-02-20,Rand Paul,0,0,0
2015-02-20,Ted Cruz,1,1,4
2015-02-21,Ben Carson,0,0,0
2015-02-21,Carly Fiorina,0,0,0
2015-02-21,Chris Christie,2,2,3
2015-02-21,Donald Trump,5,6,9
2015-02-21,Jeb Bush,2,2,2
2015-02-21,John Kasich,0,0,0
2015-02-21,Marco Rubio,1,1,1
2015-02-21,Rand Paul,1,1,1
2015-02-21,Ted Cruz,0,0,0
2015-02-22,Ben Carson,1,1,2
2015-02-22,Carly Fiorina,0,0,0
2015-02-22,Chris Christie,8,10,12
2015-02-22,Donald Trump,3,3,7
2015-02-22,Jeb Bush,10,10,26
2015-02-22,John Kasich,0,0,0
2015-02-22,Marco Rubio,4,4,8
2015-02-22,Rand Paul,4,4,4
2015-02-22,Ted Cruz,1,1,1
2015-02-23,Ben Carson,0,0,0
2015-02-23,Carly Fiorina,0,0,0
2015-02-23,Chris Christie,6,15,17
2015-02-23,Donald Trump,2,2,2
2015-02-23,Jeb Bush,2,2,4
2015-02-23,John Kasich,0,0,0
2015-02-23,Marco Rubio,1,1,4
2015-02-23,Rand Paul,1,1,1
2015-02-23,Ted Cruz,0,0,0
2015-02-24,Ben Carson,0,0,0
2015-02-24,Carly Fiorina,0,0,0
2015-02-24,Chris Christie,13,23,31
2015-02-24,Donald Trump,1,1,1
2015-02-24,Jeb Bush,1,1,2
2015-02-24,John Kasich,0,0,0
2015-02-24,Marco Rubio,0,0,0
2015-02-24,Rand Paul,0,0,0
2015-02-24,Ted Cruz,0,0,0
2015-02-25,Ben Carson,0,0,0
2015-02-25,Carly Fiorina,0,0,0
2015-02-25,Chris Christie,8,18,22
2015-02-25,Donald Trump,1,1,2
2015-02-25,Jeb Bush,0,0,0
2015-02-25,John Kasich,0,0,0
2015-02-25,Marco Rubio,0,0,0
2015-02-25,Rand Paul,0,0,0
2015-02-25,Ted Cruz,0,0,0
2015-02-26,Ben Carson,1,1,1
2015-02-26,Carly Fiorina,0,0,0
2015-02-26,Chris Christie,2,5,5
2015-02-26,Donald Trump,0,0,0
2015-02-26,Jeb Bush,2,3,3
2015-02-26,John Kasich,0,0,0
2015-02-26,Marco Rubio,0,0,0
2015-02-26,Rand Paul,1,1,1
2015-02-26,Ted Cruz,1,1,1
2015-02-27,Ben Carson,0,0,0
2015-02-27,Carly Fiorina,2,2,2
2015-02-27,Chris Christie,8,14,14
2015-02-27,Donald Trump,1,1,1
2015-02-27,Jeb Bush,9,17,22
2015-02-27,John Kasich,0,0,0
2015-02-27,Marco Rubio,2,2,3
2015-02-27,Rand Paul,6,9,10
2015-02-27,Ted Cruz,8,9,10
2015-02-28,Ben Carson,0,0,0
2015-02-28,Carly Fiorina,0,0,0
2015-02-28,Chris Christie,3,3,5
2015-02-28,Donald Trump,0,0,0
2015-02-28,Jeb Bush,3,3,5
2015-02-28,John Kasich,0,0,0
2015-02-28,Marco Rubio,0,0,0
2015-02-28,Rand Paul,5,5,8
2015-02-28,Ted Cruz,1,1,1
2015-03-01,Ben Carson,2,3,8
2015-03-01,Carly Fiorina,0,0,0
2015-03-01,Chris Christie,4,11,20
2015-03-01,Donald Trump,1,1,1
2015-03-01,Jeb Bush,6,7,31
2015-03-01,John Kasich,1,1,2
2015-03-01,Marco Rubio,2,2,2
2015-03-01,Rand Paul,8,13,21
2015-03-01,Ted Cruz,7,9,11
2015-03-02,Ben Carson,1,1,6
2015-03-02,Carly Fiorina,0,0,0
2015-03-02,Chris Christie,3,3,3
2015-03-02,Donald Trump,4,4,5
2015-03-02,Jeb Bush,2,2,12
2015-03-02,John Kasich,0,0,0
2015-03-02,Marco Rubio,0,0,0
2015-03-02,Rand Paul,2,2,4
2015-03-02,Ted Cruz,3,3,5
2015-03-03,Ben Carson,0,0,0
2015-03-03,Carly Fiorina,0,0,0
2015-03-03,Chris Christie,5,8,9
2015-03-03,Donald Trump,1,1,1
2015-03-03,Jeb Bush,10,10,12
2015-03-03,John Kasich,0,0,0
2015-03-03,Marco Rubio,0,0,0
2015-03-03,Rand Paul,0,0,0
2015-03-03,Ted Cruz,0,0,0
2015-03-04,Ben Carson,2,2,3
2015-03-04,Carly Fiorina,0,0,0
2015-03-04,Chris Christie,6,9,9
2015-03-04,Donald Trump,1,1,1
2015-03-04,Jeb Bush,1,1,1
2015-03-04,John Kasich,0,0,0
2015-03-04,Marco Rubio,0,0,0
2015-03-04,Rand Paul,0,0,0
2015-03-04,Ted Cruz,1,1,1
2015-03-05,Ben Carson,1,1,1
2015-03-05,Carly Fiorina,0,0,0
2015-03-05,Chris Christie,6,12,16
2015-03-05,Donald Trump,0,0,0
2015-03-05,Jeb Bush,1,1,1
2015-03-05,John Kasich,0,0,0
2015-03-05,Marco Rubio,0,0,0
2015-03-05,Rand Paul,0,0,0
2015-03-05,Ted Cruz,0,0,0
2015-03-06,Ben Carson,1,1,6
2015-03-06,Carly Fiorina,0,0,0
2015-03-06,Chris Christie,4,5,5
2015-03-06,Donald Trump,4,4,8
2015-03-06,Jeb Bush,1,1,3
2015-03-06,John Kasich,0,0,0
2015-03-06,Marco Rubio,0,0,0
2015-03-06,Rand Paul,0,0,0
2015-03-06,Ted Cruz,0,0,0
2015-03-07,Ben Carson,1,1,4
2015-03-07,Carly Fiorina,0,0,0
2015-03-07,Chris Christie,5,9,11
2015-03-07,Donald Trump,4,5,14
2015-03-07,Jeb Bush,3,3,10
2015-03-07,John Kasich,0,0,0
2015-03-07,Marco Rubio,0,0,0
2015-03-07,Rand Paul,0,0,0
2015-03-07,Ted Cruz,1,1,1
2015-03-08,Ben Carson,0,0,0
2015-03-08,Carly Fiorina,0,0,0
2015-03-08,Chris Christie,4,6,7
2015-03-08,Donald Trump,4,4,11
2015-03-08,Jeb Bush,11,12,48
2015-03-08,John Kasich,0,0,0
2015-03-08,Marco Rubio,1,1,1
2015-03-08,Rand Paul,0,0,0
2015-03-08,Ted Cruz,0,0,0
2015-03-09,Ben Carson,1,1,2
2015-03-09,Carly Fiorina,0,0,0
2015-03-09,Chris Christie,4,5,7
2015-03-09,Donald Trump,7,8,10
2015-03-09,Jeb Bush,8,8,23
2015-03-09,John Kasich,0,0,0
2015-03-09,Marco Rubio,1,1,1
2015-03-09,Rand Paul,0,0,0
2015-03-09,Ted Cruz,1,1,1
2015-03-10,Ben Carson,0,0,0
2015-03-10,Carly Fiorina,0,0,0
2015-03-10,Chris Christie,3,4,4
2015-03-10,Donald Trump,5,6,7
2015-03-10,Jeb Bush,2,2,4
2015-03-10,John Kasich,0,0,0
2015-03-10,Marco Rubio,0,0,0
2015-03-10,Rand Paul,2,2,2
2015-03-10,Ted Cruz,1,1,1
2015-03-11,Ben Carson,0,0,0
2015-03-11,Carly Fiorina,0,0,0
2015-03-11,Chris Christie,3,3,3
2015-03-11,Donald Trump,0,0,0
2015-03-11,Jeb Bush,0,0,0
2015-03-11,John Kasich,0,0,0
2015-03-11,Marco Rubio,0,0,0
2015-03-11,Rand Paul,3,3,8
2015-03-11,Ted Cruz,0,0,0
2015-03-12,Ben Carson,0,0,0
2015-03-12,Carly Fiorina,0,0,0
2015-03-12,Chris Christie,2,2,2
2015-03-12,Donald Trump,1,1,1
2015-03-12,Jeb Bush,0,0,0
2015-03-12,John Kasich,0,0,0
2015-03-12,Marco Rubio,0,0,0
2015-03-12,Rand Paul,0,0,0
2015-03-12,Ted Cruz,0,0,0
2015-03-13,Ben Carson,0,0,0
2015-03-13,Carly Fiorina,0,0,0
2015-03-13,Chris Christie,1,1,1
2015-03-13,Donald Trump,0,0,0
2015-03-13,Jeb Bush,0,0,0
2015-03-13,John Kasich,0,0,0
2015-03-13,Marco Rubio,0,0,0
2015-03-13,Rand Paul,0,0,0
2015-03-13,Ted Cruz,0,0,0
2015-03-14,Ben Carson,0,0,0
2015-03-14,Carly Fiorina,0,0,0
2015-03-14,Chris Christie,3,4,5
2015-03-14,Donald Trump,0,0,0
2015-03-14,Jeb Bush,2,2,5
2015-03-14,John Kasich,0,0,0
2015-03-14,Marco Rubio,0,0,0
2015-03-14,Rand Paul,0,0,0
2015-03-14,Ted Cruz,2,2,2
2015-03-15,Ben Carson,0,0,0
2015-03-15,Carly Fiorina,0,0,0
2015-03-15,Chris Christie,1,1,1
2015-03-15,Donald Trump,0,0,0
2015-03-15,Jeb Bush,6,6,33
2015-03-15,John Kasich,0,0,0
2015-03-15,Marco Rubio,2,2,9
2015-03-15,Rand Paul,2,2,2
2015-03-15,Ted Cruz,0,0,0
2015-03-16,Ben Carson,0,0,0
2015-03-16,Carly Fiorina,0,0,0
2015-03-16,Chris Christie,2,2,2
2015-03-16,Donald Trump,0,0,0
2015-03-16,Jeb Bush,2,2,4
2015-03-16,John Kasich,0,0,0
2015-03-16,Marco Rubio,0,0,0
2015-03-16,Rand Paul,1,1,1
2015-03-16,Ted Cruz,0,0,0
2015-03-17,Ben Carson,0,0,0
2015-03-17,Carly Fiorina,0,0,0
2015-03-17,Chris Christie,6,9,9
2015-03-17,Donald Trump,1,2,2
2015-03-17,Jeb Bush,1,1,1
2015-03-17,John Kasich,0,0,0
2015-03-17,Marco Rubio,0,0,0
2015-03-17,Rand Paul,0,0,0
2015-03-17,Ted Cruz,2,2,9
2015-03-18,Ben Carson,0,0,0
2015-03-18,Carly Fiorina,0,0,0
2015-03-18,Chris Christie,2,3,3
2015-03-18,Donald Trump,4,4,5
2015-03-18,Jeb Bush,1,1,1
2015-03-18,John Kasich,0,0,0
2015-03-18,Marco Rubio,0,0,0
2015-03-18,Rand Paul,0,0,0
2015-03-18,Ted Cruz,0,0,0
2015-03-19,Ben Carson,0,0,0
2015-03-19,Carly Fiorina,0,0,0
2015-03-19,Chris Christie,4,4,5
2015-03-19,Donald Trump,3,3,8
2015-03-19,Jeb Bush,1,1,1
2015-03-19,John Kasich,0,0,0
2015-03-19,Marco Rubio,0,0,0
2015-03-19,Rand Paul,1,1,1
2015-03-19,Ted Cruz,0,0,0
2015-03-20,Ben Carson,0,0,0
2015-03-20,Carly Fiorina,0,0,0
2015-03-20,Chris Christie,3,4,5
2015-03-20,Donald Trump,1,2,6
2015-03-20,Jeb Bush,5,6,8
2015-03-20,John Kasich,0,0,0
2015-03-20,Marco Rubio,0,0,0
2015-03-20,Rand Paul,0,0,0
2015-03-20,Ted Cruz,0,0,0
2015-03-21,Ben Carson,0,0,0
2015-03-21,Carly Fiorina,0,0,0
2015-03-21,Chris Christie,1,1,1
2015-03-21,Donald Trump,1,1,1
2015-03-21,Jeb Bush,2,2,4
2015-03-21,John Kasich,0,0,0
2015-03-21,Marco Rubio,0,0,0
2015-03-21,Rand Paul,0,0,0
2015-03-21,Ted Cruz,0,0,0
2015-03-22,Ben Carson,1,1,1
2015-03-22,Carly Fiorina,0,0,0
2015-03-22,Chris Christie,1,1,1
2015-03-22,Donald Trump,0,0,0
2015-03-22,Jeb Bush,4,4,7
2015-03-22,John Kasich,0,0,0
2015-03-22,Marco Rubio,1,1,1
2015-03-22,Rand Paul,2,2,3
2015-03-22,Ted Cruz,10,15,31
2015-03-23,Ben Carson,2,2,2
2015-03-23,Carly Fiorina,0,0,0
2015-03-23,Chris Christie,8,14,16
2015-03-23,Donald Trump,2,2,4
2015-03-23,Jeb Bush,7,13,16
2015-03-23,John Kasich,0,0,0
2015-03-23,Marco Rubio,6,10,10
2015-03-23,Rand Paul,4,9,10
2015-03-23,Ted Cruz,37,48,156
2015-03-24,Ben Carson,1,1,2
2015-03-24,Carly Fiorina,0,0,0
2015-03-24,Chris Christie,8,20,25
2015-03-24,Donald Trump,2,2,7
2015-03-24,Jeb Bush,4,4,6
2015-03-24,John Kasich,0,0,0
2015-03-24,Marco Rubio,1,1,1
2015-03-24,Rand Paul,3,3,5
2015-03-24,Ted Cruz,21,24,76
2015-03-25,Ben Carson,0,0,0
2015-03-25,Carly Fiorina,0,0,0
2015-03-25,Chris Christie,4,9,11
2015-03-25,Donald Trump,3,3,3
2015-03-25,Jeb Bush,2,2,2
2015-03-25,John Kasich,0,0,0
2015-03-25,Marco Rubio,0,0,0
2015-03-25,Rand Paul,1,1,1
2015-03-25,Ted Cruz,7,7,27
2015-03-26,Ben Carson,0,0,0
2015-03-26,Carly Fiorina,0,0,0
2015-03-26,Chris Christie,4,4,4
2015-03-26,Donald Trump,2,2,4
2015-03-26,Jeb Bush,2,2,3
2015-03-26,John Kasich,0,0,0
2015-03-26,Marco Rubio,1,1,1
2015-03-26,Rand Paul,0,0,0
2015-03-26,Ted Cruz,4,4,12
2015-03-27,Ben Carson,0,0,0
2015-03-27,Carly Fiorina,0,0,0
2015-03-27,Chris Christie,3,3,3
2015-03-27,Donald Trump,4,4,7
2015-03-27,Jeb Bush,2,2,2
2015-03-27,John Kasich,0,0,0
2015-03-27,Marco Rubio,0,0,0
2015-03-27,Rand Paul,2,2,2
2015-03-27,Ted Cruz,4,4,6
2015-03-28,Ben Carson,0,0,0
2015-03-28,Carly Fiorina,0,0,0
2015-03-28,Chris Christie,2,3,4
2015-03-28,Donald Trump,2,2,2
2015-03-28,Jeb Bush,0,0,0
2015-03-28,John Kasich,0,0,0
2015-03-28,Marco Rubio,1,1,1
2015-03-28,Rand Paul,2,2,2
2015-03-28,Ted Cruz,6,6,14
2015-03-29,Ben Carson,0,0,0
2015-03-29,Carly Fiorina,1,1,6
2015-03-29,Chris Christie,2,2,5
2015-03-29,Donald Trump,0,0,0
2015-03-29,Jeb Bush,4,4,8
2015-03-29,John Kasich,0,0,0
2015-03-29,Marco Rubio,2,2,2
2015-03-29,Rand Paul,2,2,4
2015-03-29,Ted Cruz,7,8,30
2015-03-30,Ben Carson,0,0,0
2015-03-30,Carly Fiorina,0,0,0
2015-03-30,Chris Christie,2,2,2
2015-03-30,Donald Trump,2,2,2
2015-03-30,Jeb Bush,1,1,1
2015-03-30,John Kasich,0,0,0
2015-03-30,Marco Rubio,1,1,1
2015-03-30,Rand Paul,0,0,0
2015-03-30,Ted Cruz,3,3,6
2015-03-31,Ben Carson,0,0,0
2015-03-31,Carly Fiorina,0,0,0
2015-03-31,Chris Christie,3,6,7
2015-03-31,Donald Trump,3,4,4
2015-03-31,Jeb Bush,0,0,0
2015-03-31,John Kasich,0,0,0
2015-03-31,Marco Rubio,3,3,3
2015-03-31,Rand Paul,0,0,0
2015-03-31,Ted Cruz,3,3,4
2015-04-01,Ben Carson,0,0,0
2015-04-01,Carly Fiorina,0,0,0
