Date,Term,Contexts,Programs,Total Matches
2015-04-01,Chris Christie,5,6,6
2015-04-01,Donald Trump,2,3,5
2015-04-01,Jeb Bush,0,0,0
2015-04-01,John Kasich,0,0,0
2015-04-01,Marco Rubio,2,2,3
2015-04-01,Rand Paul,2,2,2
2015-04-01,Ted Cruz,1,1,1
2015-04-02,Ben Carson,0,0,0
2015-04-02,Carly Fiorina,1,1,2
2015-04-02,Chris Christie,11,12,14
2015-04-02,Donald Trump,0,0,0
2015-04-02,Jeb Bush,2,2,4
2015-04-02,John Kasich,0,0,0
2015-04-02,Marco Rubio,0,0,0
2015-04-02,Rand Paul,0,0,0
2015-04-02,Ted Cruz,4,4,4
2015-04-03,Ben Carson,0,0,0
2015-04-03,Carly Fiorina,0,0,0
2015-04-03,Chris Christie,5,8,8
2015-04-03,Donald Trump,0,0,0
2015-04-03,Jeb Bush,2,2,2
2015-04-03,John Kasich,0,0,0
2015-04-03,Marco Rubio,0,0,0
2015-04-03,Rand Paul,0,0,0
2015-04-03,Ted Cruz,1,1,1
2015-04-04,Ben Carson,0,0,0
2015-04-04,Carly Fiorina,0,0,0
2015-04-04,Chris Christie,1,1,1
2015-04-04,Donald Trump,0,0,0
2015-04-04,Jeb Bush,0,0,0
2015-04-04,John Kasich,0,0,0
2015-04-04,Marco Rubio,0,0,0
2015-04-04,Rand Paul,0,0,0
2015-04-04,Ted Cruz,0,0,0
2015-04-05,Ben Carson,0,0,0
2015-04-05,Carly Fiorina,0,0,0
2015-04-05,Chris Christie,1,1,1
2015-04-05,Donald Trump,1,1,1
2015-04-05,Jeb Bush,4,4,8
2015-04-05,John Kasich,0,0,0
2015-04-05,Marco Rubio,0,0,0
2015-04-05,Rand Paul,1,1,1
2015-04-05,Ted Cruz,3,3,6
2015-04-06,Ben Carson,0,0,0
2015-04-06,Carly Fiorina,0,0,0
2015-04-06,Chris Christie,1,1,1
2015-04-06,Donald Trump,1,2,2
2015-04-06,Jeb Bush,1,1,5
2015-04-06,John Kasich,0,0,0
2015-04-06,Marco Rubio,0,0,0
2015-04-06,Rand Paul,2,2,2
2015-04-06,Ted Cruz,1,1,1
2015-04-07,Ben Carson,1,1,2
2015-04-07,Carly Fiorina,0,0,0
2015-04-07,Chris Christie,6,10,10
2015-04-07,Donald Trump,1,1,2
2015-04-07,Jeb Bush,8,11,16
2015-04-07,John Kasich,0,0,0
2015-04-07,Marco Rubio,3,6,6
2015-04-07,Rand Paul,21,31,75
2015-04-07,Ted Cruz,11,17,19
2015-04-08,Ben Carson,0,0,0
2015-04-08,Carly Fiorina,0,0,0
2015-04-08,Chris Christie,3,3,3
2015-04-08,Donald Trump,1,1,1
2015-04-08,Jeb Bush,2,2,6
2015-04-08,John Kasich,0,0,0
2015-04-08,Marco Rubio,1,1,1
2015-04-08,Rand Paul,12,16,27
2015-04-08,Ted Cruz,4,6,6
2015-04-09,Ben Carson,0,0,0
2015-04-09,Carly Fiorina,0,0,0
2015-04-09,Chris Christie,4,7,8
2015-04-09,Donald Trump,1,1,1
2015-04-09,Jeb Bush,2,2,7
2015-04-09,John Kasich,0,0,0
2015-04-09,Marco Rubio,0,0,0
2015-04-09,Rand Paul,4,4,10
2015-04-09,Ted Cruz,2,2,3
2015-04-10,Ben Carson,1,1,1
2015-04-10,Carly Fiorina,0,0,0
2015-04-10,Chris Christie,4,7,10
2015-04-10,Donald Trump,1,1,1
2015-04-10,Jeb Bush,6,7,7
2015-04-10,John Kasich,0,0,0
2015-04-10,Marco Rubio,4,5,5
2015-04-10,Rand Paul,7,7,10
2015-04-10,Ted Cruz,7,8,11
2015-04-11,Ben Carson,0,0,0
2015-04-11,Carly Fiorina,0,0,0
2015-04-11,Chris Christie,1,1,1
2015-04-11,Donald Trump,1,1,1
2015-04-11,Jeb Bush,0,0,0
2015-04-11,John Kasich,0,0,0
2015-04-11,Marco Rubio,3,3,3
2015-04-11,Rand Paul,3,3,7
2015-04-11,Ted Cruz,3,3,5
2015-04-12,Ben Carson,0,0,0
2015-04-12,Carly Fiorina,0,0,0
2015-04-12,Chris Christie,5,10,12
2015-04-12,Donald Trump,3,3,6
2015-04-12,Jeb Bush,6,8,20
2015-04-12,John Kasich,1,1,1
2015-04-12,Marco Rubio,7,13,32
2015-04-12,Rand Paul,14,14,60
2015-04-12,Ted Cruz,8,11,24
2015-04-13,Ben Carson,1,1,1
2015-04-13,Carly Fiorina,0,0,0
2015-04-13,Chris Christie,2,5,6
2015-04-13,Donald Trump,1,1,1
2015-04-13,Jeb Bush,14,17,26
2015-04-13,John Kasich,0,0,0
2015-04-13,Marco Rubio,20,36,63
2015-04-13,Rand Paul,15,20,29
2015-04-13,Ted Cruz,13,17,17
2015-04-14,Ben Carson,1,1,1
2015-04-14,Carly Fiorina,0,0,0
2015-04-14,Chris Christie,13,18,23
2015-04-14,Donald Trump,0,0,0
2015-04-14,Jeb Bush,10,10,20
2015-04-14,John Kasich,0,0,0
2015-04-14,Marco Rubio,23,28,67
2015-04-14,Rand Paul,10,18,18
2015-04-14,Ted Cruz,10,17,17
2015-04-15,Ben Carson,0,0,0
2015-04-15,Carly Fiorina,0,0,0
2015-04-15,Chris Christie,8,19,26
2015-04-15,Donald Trump,0,0,0
2015-04-15,Jeb Bush,1,1,3
2015-04-15,John Kasich,0,0,0
2015-04-15,Marco Rubio,6,9,15
2015-04-15,Rand Paul,4,5,8
2015-04-15,Ted Cruz,4,6,11
2015-04-16,Ben Carson,0,0,0
2015-04-16,Carly Fiorina,0,0,0
2015-04-16,Chris Christie,6,15,23
2015-04-16,Donald Trump,0,0,0
2015-04-16,Jeb Bush,2,2,4
2015-04-16,John Kasich,0,0,0
2015-04-16,Marco Rubio,3,3,3
2015-04-16,Rand Paul,3,3,3
2015-04-16,Ted Cruz,2,2,2
2015-04-17,Ben Carson,0,0,0
2015-04-17,Carly Fiorina,0,0,0
2015-04-17,Chris Christie,2,2,2
2015-04-17,Donald Trump,0,0,0
2015-04-17,Jeb Bush,3,3,5
2015-04-17,John Kasich,0,0,0
2015-04-17,Marco Rubio,3,3,3
2015-04-17,Rand Paul,1,1,1
2015-04-17,Ted Cruz,2,2,2
2015-04-18,Ben Carson,0,0,0
2015-04-18,Carly Fiorina,0,0,0
2015-04-18,Chris Christie,5,7,7
2015-04-18,Donald Trump,1,1,1
2015-04-18,Jeb Bush,3,3,5
2015-04-18,John Kasich,1,1,1
2015-04-18,Marco Rubio,7,8,10
2015-04-18,Rand Paul,2,2,2
2015-04-18,Ted Cruz,1,1,1
2015-04-19,Ben Carson,1,1,1
2015-04-19,Carly Fiorina,0,0,0
2015-04-19,Chris Christie,3,3,6
2015-04-19,Donald Trump,1,1,1
2015-04-19,Jeb Bush,6,6,21
2015-04-19,John Kasich,3,3,4
2015-04-19,Marco Rubio,8,8,22
2015-04-19,Rand Paul,7,7,9
2015-04-19,Ted Cruz,5,5,9
2015-04-20,Ben Carson,0,0,0
2015-04-20,Carly Fiorina,0,0,0
2015-04-20,Chris Christie,1,1,1
2015-04-20,Donald Trump,1,1,1
2015-04-20,Jeb Bush,5,5,8
2015-04-20,John Kasich,1,1,1
2015-04-20,Marco Rubio,3,4,9
2015-04-20,Rand Paul,5,5,5
2015-04-20,Ted Cruz,3,3,3
2015-04-21,Ben Carson,0,0,0
2015-04-21,Carly Fiorina,0,0,0
2015-04-21,Chris Christie,2,5,6
2015-04-21,Donald Trump,0,0,0
2015-04-21,Jeb Bush,2,2,2
2015-04-21,John Kasich,0,0,0
2015-04-21,Marco Rubio,1,1,1
2015-04-21,Rand Paul,1,1,1
2015-04-21,Ted Cruz,0,0,0
2015-04-22,Ben Carson,0,0,0
2015-04-22,Carly Fiorina,0,0,0
2015-04-22,Chris Christie,2,6,6
2015-04-22,Donald Trump,1,1,2
2015-04-22,Jeb Bush,1,3,3
2015-04-22,John Kasich,0,0,0
2015-04-22,Marco Rubio,0,0,0
2015-04-22,Rand Paul,0,0,0
2015-04-22,Ted Cruz,0,0,0
2015-04-23,Ben Carson,3,5,5
2015-04-23,Carly Fiorina,2,3,3
2015-04-23,Chris Christie,4,10,13
2015-04-23,Donald Trump,1,1,1
2015-04-23,Jeb Bush,2,2,2
2015-04-23,John Kasich,0,0,0
2015-04-23,Marco Rubio,2,3,3
2015-04-23,Rand Paul,5,6,7
2015-04-23,Ted Cruz,1,2,2
2015-04-24,Ben Carson,0,0,0
2015-04-24,Carly Fiorina,0,0,0
2015-04-24,Chris Christie,1,2,2
2015-04-24,Donald Trump,0,0,0
2015-04-24,Jeb Bush,1,1,1
2015-04-24,John Kasich,0,0,0
2015-04-24,Marco Rubio,3,7,7
2015-04-24,Rand Paul,1,6,6
2015-04-24,Ted Cruz,2,5,5
2015-04-25,Ben Carson,0,0,0
2015-04-25,Carly Fiorina,0,0,0
2015-04-25,Chris Christie,3,4,6
2015-04-25,Donald Trump,1,1,1
2015-04-25,Jeb Bush,2,2,3
2015-04-25,John Kasich,0,0,0
2015-04-25,Marco Rubio,1,1,1
2015-04-25,Rand Paul,2,2,2
2015-04-25,Ted Cruz,3,3,3
2015-04-26,Ben Carson,0,0,0
2015-04-26,Carly Fiorina,0,0,0
2015-04-26,Chris Christie,1,2,2
2015-04-26,Donald Trump,2,2,3
2015-04-26,Jeb Bush,4,5,19
2015-04-26,John Kasich,2,2,4
2015-04-26,Marco Rubio,4,4,7
2015-04-26,Rand Paul,2,2,2
2015-04-26,Ted Cruz,5,5,8
2015-04-27,Ben Carson,0,0,0
2015-04-27,Carly Fiorina,1,1,1
2015-04-27,Chris Christie,1,1,1
2015-04-27,Donald Trump,3,3,3
2015-04-27,Jeb Bush,3,3,4
2015-04-27,John Kasich,0,0,0
2015-04-27,Marco Rubio,0,0,0
2015-04-27,Rand Paul,1,1,1
2015-04-27,Ted Cruz,1,1,2
2015-04-28,Ben Carson,0,0,0
2015-04-28,Carly Fiorina,0,0,0
2015-04-28,Chris Christie,4,8,11
2015-04-28,Donald Trump,1,1,1
2015-04-28,Jeb Bush,1,1,1
2015-04-28,John Kasich,0,0,0
2015-04-28,Marco Rubio,0,0,0
2015-04-28,Rand Paul,0,0,0
2015-04-28,Ted Cruz,0,0,0
2015-04-29,Ben Carson,0,0,0
2015-04-29,Carly Fiorina,0,0,0
2015-04-29,Chris Christie,8,11,13
2015-04-29,Donald Trump,3,3,6
2015-04-29,Jeb Bush,1,1,3
2015-04-29,John Kasich,0,0,0
2015-04-29,Marco Rubio,4,4,4
2015-04-29,Rand Paul,5,5,5
2015-04-29,Ted Cruz,5,5,5
2015-04-30,Ben Carson,0,0,0
2015-04-30,Carly Fiorina,0,0,0
2015-04-30,Chris Christie,3,3,4
2015-04-30,Donald Trump,0,0,0
2015-04-30,Jeb Bush,2,2,2
2015-04-30,John Kasich,0,0,0
2015-04-30,Marco Rubio,2,5,5
2015-04-30,Rand Paul,3,6,7
2015-04-30,Ted Cruz,2,5,5
2015-05-01,Ben Carson,1,1,1
2015-05-01,Carly Fiorina,1,1,1
2015-05-01,Chris Christie,15,26,38
2015-05-01,Donald Trump,0,0,0
2015-05-01,Jeb Bush,1,2,2
2015-05-01,John Kasich,0,0,0
2015-05-01,Marco Rubio,2,3,3
2015-05-01,Rand Paul,2,3,3
2015-05-01,Ted Cruz,1,3,3
2015-05-02,Ben Carson,1,1,1
2015-05-02,Carly Fiorina,1,1,1
2015-05-02,Chris Christie,9,14,26
2015-05-02,Donald Trump,1,1,3
2015-05-02,Jeb Bush,2,2,2
2015-05-02,John Kasich,0,0,0
2015-05-02,Marco Rubio,3,3,3
2015-05-02,Rand Paul,2,3,3
2015-05-02,Ted Cruz,2,3,3
2015-05-03,Ben Carson,5,5,6
2015-05-03,Carly Fiorina,3,3,4
2015-05-03,Chris Christie,5,5,18
2015-05-03,Donald Trump,0,0,0
2015-05-03,Jeb Bush,4,4,9
2015-05-03,John Kasich,2,2,5
2015-05-03,Marco Rubio,0,0,0
2015-05-03,Rand Paul,1,1,2
2015-05-03,Ted Cruz,0,0,0
2015-05-04,Ben Carson,17,29,34
2015-05-04,Carly Fiorina,11,17,27
2015-05-04,Chris Christie,14,25,43
2015-05-04,Donald Trump,3,3,3
2015-05-04,Jeb Bush,2,2,2
2015-05-04,John Kasich,1,1,1
2015-05-04,Marco Rubio,7,9,9
2015-05-04,Rand Paul,4,7,7
2015-05-04,Ted Cruz,5,8,8
2015-05-05,Ben Carson,11,22,23
2015-05-05,Carly Fiorina,8,11,20
2015-05-05,Chris Christie,7,12,17
2015-05-05,Donald Trump,2,2,4
2015-05-05,Jeb Bush,5,5,6
2015-05-05,John Kasich,1,1,1
2015-05-05,Marco Rubio,6,11,13
2015-05-05,Rand Paul,2,7,7
2015-05-05,Ted Cruz,4,9,9
2015-05-06,Ben Carson,2,2,2
2015-05-06,Carly Fiorina,1,1,7
2015-05-06,Chris Christie,7,10,13
2015-05-06,Donald Trump,2,2,2
2015-05-06,Jeb Bush,6,6,8
2015-05-06,John Kasich,0,0,0
2015-05-06,Marco Rubio,3,3,3
2015-05-06,Rand Paul,1,1,1
2015-05-06,Ted Cruz,1,1,1
2015-05-07,Ben Carson,2,2,2
2015-05-07,Carly Fiorina,2,2,2
2015-05-07,Chris Christie,3,6,6
2015-05-07,Donald Trump,1,1,1
2015-05-07,Jeb Bush,2,2,4
2015-05-07,John Kasich,0,0,0
2015-05-07,Marco Rubio,2,2,2
2015-05-07,Rand Paul,1,2,2
2015-05-07,Ted Cruz,2,2,2
2015-05-08,Ben Carson,2,2,2
2015-05-08,Carly Fiorina,0,0,0
2015-05-08,Chris Christie,4,10,12
2015-05-08,Donald Trump,0,0,0
2015-05-08,Jeb Bush,1,1,2
2015-05-08,John Kasich,0,0,0
2015-05-08,Marco Rubio,0,0,0
2015-05-08,Rand Paul,1,1,1
2015-05-08,Ted Cruz,1,1,1
2015-05-09,Ben Carson,1,1,1
2015-05-09,Carly Fiorina,1,1,1
2015-05-09,Chris Christie,1,2,2
2015-05-09,Donald Trump,0,0,0
2015-05-09,Jeb Bush,0,0,0
2015-05-09,John Kasich,0,0,0
2015-05-09,Marco Rubio,0,0,0
2015-05-09,Rand Paul,0,0,0
2015-05-09,Ted Cruz,0,0,0
2015-05-10,Ben Carson,2,2,4
2015-05-10,Carly Fiorina,3,3,10
2015-05-10,Chris Christie,1,1,4
2015-05-10,Donald Trump,3,3,3
2015-05-10,Jeb Bush,2,2,13
2015-05-10,John Kasich,0,0,0
2015-05-10,Marco Rubio,5,5,11
2015-05-10,Rand Paul,3,3,5
2015-05-10,Ted Cruz,3,3,4
2015-05-11,Ben Carson,1,2,2
2015-05-11,Carly Fiorina,2,2,10
2015-05-11,Chris Christie,3,4,4
2015-05-11,Donald Trump,1,1,1
2015-05-11,Jeb Bush,3,3,4
2015-05-11,John Kasich,0,0,0
2015-05-11,Marco Rubio,2,3,4
2015-05-11,Rand Paul,3,4,4
2015-05-11,Ted Cruz,3,4,4
2015-05-12,Ben Carson,0,0,0
2015-05-12,Carly Fiorina,0,0,0
2015-05-12,Chris Christie,7,10,16
2015-05-12,Donald Trump,3,3,5
2015-05-12,Jeb Bush,3,3,8
2015-05-12,John Kasich,0,0,0
2015-05-12,Marco Rubio,1,1,1
2015-05-12,Rand Paul,3,3,6
2015-05-12,Ted Cruz,0,0,0
2015-05-13,Ben Carson,1,1,2
2015-05-13,Carly Fiorina,0,0,0
2015-05-13,Chris Christie,4,5,5
2015-05-13,Donald Trump,2,2,4
2015-05-13,Jeb Bush,5,6,12
2015-05-13,John Kasich,0,0,0
2015-05-13,Marco Rubio,0,0,0
2015-05-13,Rand Paul,0,0,0
2015-05-13,Ted Cruz,1,1,2
2015-05-14,Ben Carson,2,2,2
2015-05-14,Carly Fiorina,2,2,2
2015-05-14,Chris Christie,3,3,4
2015-05-14,Donald Trump,1,1,1
2015-05-14,Jeb Bush,11,12,36
2015-05-14,John Kasich,0,0,0
2015-05-14,Marco Rubio,3,3,5
2015-05-14,Rand Paul,1,1,1
2015-05-14,Ted Cruz,2,2,2
2015-05-15,Ben Carson,1,1,1
2015-05-15,Carly Fiorina,0,0,0
2015-05-15,Chris Christie,3,7,11
2015-05-15,Donald Trump,0,0,0
2015-05-15,Jeb Bush,6,6,15
2015-05-15,John Kasich,0,0,0
2015-05-15,Marco Rubio,4,4,5
2015-05-15,Rand Paul,2,2,3
2015-05-15,Ted Cruz,2,2,2
2015-05-16,Ben Carson,0,0,0
2015-05-16,Carly Fiorina,1,1,1
2015-05-16,Chris Christie,1,2,2
2015-05-16,Donald Trump,0,0,0
2015-05-16,Jeb Bush,2,2,3
2015-05-16,John Kasich,0,0,0
2015-05-16,Marco Rubio,0,0,0
2015-05-16,Rand Paul,0,0,0
2015-05-16,Ted Cruz,0,0,0
2015-05-17,Ben Carson,0,0,0
2015-05-17,Carly Fiorina,1,1,1
2015-05-17,Chris Christie,2,3,3
2015-05-17,Donald Trump,1,1,1
2015-05-17,Jeb Bush,9,9,42
2015-05-17,John Kasich,0,0,0
2015-05-17,Marco Rubio,3,3,10
2015-05-17,Rand Paul,6,8,20
2015-05-17,Ted Cruz,1,1,1
2015-05-18,Ben Carson,3,3,3
2015-05-18,Carly Fiorina,1,1,1
2015-05-18,Chris Christie,2,3,3
2015-05-18,Donald Trump,0,0,0
2015-05-18,Jeb Bush,3,3,12
2015-05-18,John Kasich,1,1,1
2015-05-18,Marco Rubio,5,5,8
2015-05-18,Rand Paul,5,9,15
2015-05-18,Ted Cruz,3,3,3
2015-05-19,Ben Carson,0,0,0
2015-05-19,Carly Fiorina,1,1,1
2015-05-19,Chris Christie,3,5,6
2015-05-19,Donald Trump,0,0,0
2015-05-19,Jeb Bush,1,1,3
2015-05-19,John Kasich,1,1,1
2015-05-19,Marco Rubio,2,2,3
2015-05-19,Rand Paul,0,0,0
2015-05-19,Ted Cruz,0,0,0
2015-05-20,Ben Carson,0,0,0
2015-05-20,Carly Fiorina,1,1,1
2015-05-20,Chris Christie,3,5,7
2015-05-20,Donald Trump,0,0,0
2015-05-20,Jeb Bush,0,0,0
2015-05-20,John Kasich,0,0,0
2015-05-20,Marco Rubio,0,0,0
2015-05-20,Rand Paul,1,1,1
2015-05-20,Ted Cruz,0,0,0
2015-05-21,Ben Carson,2,2,2
2015-05-21,Carly Fiorina,1,1,1
2015-05-21,Chris Christie,6,7,11
2015-05-21,Donald Trump,1,1,5
2015-05-21,Jeb Bush,1,1,1
2015-05-21,John Kasich,0,0,0
2015-05-21,Marco Rubio,1,1,1
2015-05-21,Rand Paul,8,11,11
2015-05-21,Ted Cruz,1,1,1
2015-05-22,Ben Carson,0,0,0
2015-05-22,Carly Fiorina,0,0,0
2015-05-22,Chris Christie,1,2,3
2015-05-22,Donald Trump,0,0,0
2015-05-22,Jeb Bush,1,1,1
2015-05-22,John Kasich,0,0,0
2015-05-22,Marco Rubio,0,0,0
2015-05-22,Rand Paul,0,0,0
2015-05-22,Ted Cruz,1,1,1
2015-05-23,Ben Carson,0,0,0
2015-05-23,Carly Fiorina,0,0,0
2015-05-23,Chris Christie,0,0,0
2015-05-23,Donald Trump,0,0,0
2015-05-23,Jeb Bush,0,0,0
2015-05-23,John Kasich,0,0,0
2015-05-23,Marco Rubio,0,0,0
2015-05-23,Rand Paul,2,2,3
2015-05-23,Ted Cruz,2,2,4
2015-05-24,Ben Carson,0,0,0
2015-05-24,Carly Fiorina,0,0,0
2015-05-24,Chris Christie,1,1,1
2015-05-24,Donald Trump,1,1,2
2015-05-24,Jeb Bush,3,3,5
2015-05-24,John Kasich,3,4,8
2015-05-24,Marco Rubio,2,2,2
2015-05-24,Rand Paul,2,2,15
2015-05-24,Ted Cruz,1,1,1
2015-05-25,Ben Carson,0,0,0
2015-05-25,Carly Fiorina,2,2,2
2015-05-25,Chris Christie,0,0,0
2015-05-25,Donald Trump,1,1,1
2015-05-25,Jeb Bush,0,0,0
2015-05-25,John Kasich,0,0,0
2015-05-25,Marco Rubio,0,0,0
2015-05-25,Rand Paul,0,0,0
2015-05-25,Ted Cruz,0,0,0
2015-05-26,Ben Carson,0,0,0
2015-05-26,Carly Fiorina,0,0,0
2015-05-26,Chris Christie,1,1,1
2015-05-26,Donald Trump,1,1,1
2015-05-26,Jeb Bush,2,2,3
2015-05-26,John Kasich,0,0,0
2015-05-26,Marco Rubio,1,1,1
2015-05-26,Rand Paul,3,3,6
2015-05-26,Ted Cruz,0,0,0
2015-05-27,Ben Carson,3,4,4
2015-05-27,Carly Fiorina,2,2,3
2015-05-27,Chris Christie,3,3,3
2015-05-27,Donald Trump,0,0,0
2015-05-27,Jeb Bush,2,2,3
2015-05-27,John Kasich,0,0,0
2015-05-27,Marco Rubio,2,4,4
2015-05-27,Rand Paul,6,7,7
2015-05-27,Ted Cruz,5,7,7
2015-05-28,Ben Carson,5,7,7
2015-05-28,Carly Fiorina,4,5,5
2015-05-28,Chris Christie,3,9,12
2015-05-28,Donald Trump,0,0,0
2015-05-28,Jeb Bush,3,3,6
2015-05-28,John Kasich,0,0,0
2015-05-28,Marco Rubio,3,7,7
2015-05-28,Rand Paul,6,9,11
2015-05-28,Ted Cruz,4,8,8
2015-05-29,Ben Carson,3,4,4
2015-05-29,Carly Fiorina,1,1,1
2015-05-29,Chris Christie,12,20,27
2015-05-29,Donald Trump,2,2,2
2015-05-29,Jeb Bush,3,3,3
2015-05-29,John Kasich,0,0,0
2015-05-29,Marco Rubio,2,4,5
2015-05-29,Rand Paul,5,6,8
2015-05-29,Ted Cruz,2,5,6
2015-05-30,Ben Carson,2,2,2
2015-05-30,Carly Fiorina,2,3,3
2015-05-30,Chris Christie,2,4,5
2015-05-30,Donald Trump,0,0,0
2015-05-30,Jeb Bush,4,6,10
2015-05-30,John Kasich,1,1,1
2015-05-30,Marco Rubio,2,3,4
2015-05-30,Rand Paul,3,4,7
2015-05-30,Ted Cruz,1,2,2
2015-05-31,Ben Carson,4,7,13
2015-05-31,Carly Fiorina,3,6,8
2015-05-31,Chris Christie,1,1,1
2015-05-31,Donald Trump,0,0,0
2015-05-31,Jeb Bush,6,8,20
2015-05-31,John Kasich,2,3,12
2015-05-31,Marco Rubio,4,6,6
2015-05-31,Rand Paul,14,17,49
2015-05-31,Ted Cruz,3,6,7
2015-06-01,Ben Carson,2,2,2
2015-06-01,Carly Fiorina,0,0,0
2015-06-01,Chris Christie,1,1,1
2015-06-01,Donald Trump,1,2,6
2015-06-01,Jeb Bush,4,4,8
2015-06-01,John Kasich,1,1,8
2015-06-01,Marco Rubio,3,3,3
2015-06-01,Rand Paul,15,25,45
2015-06-01,Ted Cruz,2,2,2
2015-06-02,Ben Carson,1,2,2
2015-06-02,Carly Fiorina,0,0,0
2015-06-02,Chris Christie,2,2,2
2015-06-02,Donald Trump,1,1,1
2015-06-02,Jeb Bush,2,2,3
2015-06-02,John Kasich,0,0,0
2015-06-02,Marco Rubio,2,3,3
2015-06-02,Rand Paul,6,9,11
2015-06-02,Ted Cruz,1,2,2
2015-06-03,Ben Carson,1,1,1
2015-06-03,Carly Fiorina,1,1,1
2015-06-03,Chris Christie,1,1,1
2015-06-03,Donald Trump,0,0,0
2015-06-03,Jeb Bush,1,1,2
2015-06-03,John Kasich,0,0,0
2015-06-03,Marco Rubio,1,1,1
2015-06-03,Rand Paul,3,3,3
2015-06-03,Ted Cruz,3,3,4
2015-06-04,Ben Carson,5,5,6
2015-06-04,Carly Fiorina,2,2,2
2015-06-04,Chris Christie,11,15,20
2015-06-04,Donald Trump,0,0,0
2015-06-04,Jeb Bush,11,13,14
2015-06-04,John Kasich,0,0,0
2015-06-04,Marco Rubio,4,5,5
2015-06-04,Rand Paul,3,3,3
2015-06-04,Ted Cruz,5,8,10
2015-06-05,Ben Carson,0,0,0
2015-06-05,Carly Fiorina,0,0,0
2015-06-05,Chris Christie,8,13,18
2015-06-05,Donald Trump,1,1,1
2015-06-05,Jeb Bush,8,10,13
2015-06-05,John Kasich,0,0,0
2015-06-05,Marco Rubio,1,1,1
2015-06-05,Rand Paul,1,1,1
2015-06-05,Ted Cruz,0,0,0
2015-06-06,Ben Carson,0,0,0
2015-06-06,Carly Fiorina,0,0,0
2015-06-06,Chris Christie,5,7,16
2015-06-06,Donald Trump,3,3,3
2015-06-06,Jeb Bush,0,0,0
2015-06-06,John Kasich,0,0,0
2015-06-06,Marco Rubio,0,0,0
2015-06-06,Rand Paul,0,0,0
2015-06-06,Ted Cruz,0,0,0
2015-06-07,Ben Carson,0,0,0
2015-06-07,Carly Fiorina,1,1,1
2015-06-07,Chris Christie,6,9,15
2015-06-07,Donald Trump,2,2,3
2015-06-07,Jeb Bush,3,4,11
2015-06-07,John Kasich,2,2,2
2015-06-07,Marco Rubio,2,2,3
2015-06-07,Rand Paul,2,2,8
2015-06-07,Ted Cruz,1,1,1
2015-06-08,Ben Carson,0,0,0
2015-06-08,Carly Fiorina,0,0,0
2015-06-08,Chris Christie,8,14,20
2015-06-08,Donald Trump,1,1,1
2015-06-08,Jeb Bush,3,3,4
2015-06-08,John Kasich,0,0,0
2015-06-08,Marco Rubio,0,0,0
2015-06-08,Rand Paul,0,0,0
2015-06-08,Ted Cruz,0,0,0
2015-06-09,Ben Carson,1,1,2
2015-06-09,Carly Fiorina,1,1,2
2015-06-09,Chris Christie,7,12,12
2015-06-09,Donald Trump,0,0,0
2015-06-09,Jeb Bush,2,2,2
2015-06-09,John Kasich,0,0,0
2015-06-09,Marco Rubio,1,1,1
2015-06-09,Rand Paul,0,0,0
2015-06-09,Ted Cruz,0,0,0
2015-06-10,Ben Carson,0,0,0
2015-06-10,Carly Fiorina,0,0,0
2015-06-10,Chris Christie,3,3,3
2015-06-10,Donald Trump,1,1,1
2015-06-10,Jeb Bush,5,8,9
2015-06-10,John Kasich,0,0,0
2015-06-10,Marco Rubio,2,2,7
2015-06-10,Rand Paul,0,0,0
2015-06-10,Ted Cruz,0,0,0
2015-06-11,Ben Carson,0,0,0
2015-06-11,Carly Fiorina,0,0,0
2015-06-11,Chris Christie,3,3,4
2015-06-11,Donald Trump,2,3,3
2015-06-11,Jeb Bush,1,1,1
2015-06-11,John Kasich,0,0,0
2015-06-11,Marco Rubio,0,0,0
2015-06-11,Rand Paul,0,0,0
2015-06-11,Ted Cruz,1,1,2
2015-06-12,Ben Carson,0,0,0
2015-06-12,Carly Fiorina,0,0,0
2015-06-12,Chris Christie,2,2,2
2015-06-12,Donald Trump,2,2,2
2015-06-12,Jeb Bush,4,8,8
2015-06-12,John Kasich,0,0,0
2015-06-12,Marco Rubio,1,1,1
2015-06-12,Rand Paul,1,1,1
2015-06-12,Ted Cruz,0,0,0
2015-06-13,Ben Carson,0,0,0
2015-06-13,Carly Fiorina,0,0,0
2015-06-13,Chris Christie,3,3,3
2015-06-13,Donald Trump,0,0,0
2015-06-13,Jeb Bush,6,8,19
2015-06-13,John Kasich,0,0,0
2015-06-13,Marco Rubio,0,0,0
2015-06-13,Rand Paul,1,1,1
2015-06-13,Ted Cruz,0,0,0
2015-06-14,Ben Carson,0,0,0
2015-06-14,Carly Fiorina,0,0,0
2015-06-14,Chris Christie,5,7,12
2015-06-14,Donald Trump,1,1,1
2015-06-14,Jeb Bush,14,20,78
2015-06-14,John Kasich,1,1,1
2015-06-14,Marco Rubio,4,4,12
2015-06-14,Rand Paul,2,2,4
2015-06-14,Ted Cruz,1,1,1
2015-06-15,Ben Carson,0,0,0
2015-06-15,Carly Fiorina,0,0,0
2015-06-15,Chris Christie,5,6,7
2015-06-15,Donald Trump,0,0,0
2015-06-15,Jeb Bush,32,34,108
2015-06-15,John Kasich,1,1,1
2015-06-15,Marco Rubio,4,4,12
2015-06-15,Rand Paul,1,1,1
2015-06-15,Ted Cruz,0,0,0
2015-06-16,Ben Carson,1,1,1
